id,type,owner,architecture
Mungert/Phi-4-reasoning-plus-GGUF,quantized,Mungert,unknown
PowerInfer/SmallThinker-3B-Preview,finetuned,PowerInfer,qwen2
bartowski/Sky-T1-32B-Preview-GGUF,quantized,bartowski,unknown
pinkyprakash/Phi-3-mini-4k-instruct-merged,finetuned,pinkyprakash,llama
bartowski/nvidia_AceReason-Nemotron-7B-GGUF,quantized,bartowski,unknown
zetasepic/Qwen2.5-32B-Instruct-abliterated-v2-GGUF,quantized,zetasepic,unknown
Riiid/sheep-duck-llama-2,base,Riiid,unknown
TheBloke/Llama-2-7B-AWQ,quantized,TheBloke,llama
Bllossom/llama-3-Korean-Bllossom-70B,finetuned,Bllossom,llama
MaziyarPanahi/calme-2.4-qwen2-7b,finetuned,MaziyarPanahi,qwen2
MaziyarPanahi/Meta-Llama-3.1-8B-Instruct-GGUF,quantized,MaziyarPanahi,unknown
DavidAU/L3-Dark-Planet-8B-V2-Eight-Orbs-Of-Power-GGUF,quantized,DavidAU,unknown
soob3123/Veritas-12B,base,soob3123,unknown
pankajmathur/orca_mini_v3_7b,base,pankajmathur,llama
Qwen/Qwen2.5-1.5B-Instruct-GPTQ-Int4,quantized,Qwen,qwen2
SEOKDONG/openchat3.5_korean_v1.0_sft,finetuned,SEOKDONG,mistral
YOYO-AI/ZYH-LLM-Qwen2.5-14B-V4,merged,YOYO-AI,qwen2
anakin87/gemma-2-9b-neogenesis-ita,finetuned,anakin87,gemma2
mveroe/Llama-3.2-1B-Instruct-distillation-alpaca-3.0-HarmfulLLMLat-sauce2,base,mveroe,unknown
brittlewis12/DeepSeek-R1-0528-Qwen3-8B-GGUF,quantized,brittlewis12,unknown
second-state/Qwen2.5-7B-Instruct-GGUF,quantized,second-state,qwen2
mradermacher/GrayLine-Qwen3-8B-i1-GGUF,quantized,mradermacher,unknown
unsloth/Qwen3-0.6B-GGUF,quantized,unsloth,qwen3
TheBloke/Mistral-7B-OpenOrca-GPTQ,quantized,TheBloke,mistral
MTSAIR/multi_verse_model,base,MTSAIR,mistral
unsloth/GLM-4-9B-0414,finetuned,unsloth,glm4
inceptionai/jais-family-2p7b-chat,finetuned,inceptionai,jais
tiiuae/falcon-mamba-7b,base,tiiuae,falcon_mamba
sail/Sailor2-L-8B,base,sail,unknown
bartowski/Qwen2.5-0.5B-Instruct-GGUF,quantized,bartowski,unknown
legraphista/Qwen2.5-32B-Instruct-IMat-GGUF,quantized,legraphista,unknown
TheBloke/AmberChat-GGUF,quantized,TheBloke,amber
THUDM/glm-4-9b-chat-1m-hf,finetuned,THUDM,glm
cjvt/GaMS-27B-Instruct,finetuned,cjvt,gemma2
trendmicro-ailab/Llama-Primus-Reasoning,finetuned,trendmicro-ailab,llama
chlee10/T3Q-ko-solar-sft-v3.0,finetuned,chlee10,llama
DavidAU/L3-Grand-Story-Darkness-MOE-4X8-24.9B-e32-GGUF,merged,DavidAU,unknown
andresnowak/Qwen3-0.6B-instruction-finetuned,finetuned,andresnowak,qwen3
unsloth/DeepSeek-R1-Distill-Llama-70B-unsloth-bnb-4bit,quantized,unsloth,llama
unsloth/OLMo-2-0325-32B-Instruct-GGUF,quantized,unsloth,olmo2
epfl-llm/meditron-7b,finetuned,epfl-llm,llama
EQUES/JPharmatron-7B,finetuned,EQUES,qwen2
mlx-community/QwQ-32B-8bit,quantized,mlx-community,qwen2
12thD/ko-Llama-3-8B-sft-v0.3,finetuned,12thD,llama
ValiantLabs/Llama3.1-8B-Cobalt,finetuned,ValiantLabs,llama
bartowski/nvidia_AceReason-Nemotron-14B-GGUF,quantized,bartowski,unknown
internlm/internlm2-math-plus-20b,base,internlm,unknown
DavidAU/L3-Dark-Planet-8B-GGUF,quantized,DavidAU,unknown
sail/Sailor2-1B,finetuned,sail,qwen2
bartowski/gemma-2-2b-it-abliterated-GGUF,quantized,bartowski,unknown
bartowski/Llama-3.3-70B-Instruct-abliterated-GGUF,quantized,bartowski,unknown
unsloth/Llama-3.2-1B-unsloth-bnb-4bit,quantized,unsloth,llama
Mungert/openhands-lm-7b-v0.1-GGUF,quantized,Mungert,unknown
brittlewis12/gemma-2b-GGUF,quantized,brittlewis12,unknown
Commencis/Commencis-LLM,finetuned,Commencis,mistral
Qwen/QwQ-32B-GGUF,quantized,Qwen,unknown
unsloth/SmolLM2-360M-Instruct,finetuned,unsloth,llama
scb10x/llama3.2-typhoon2-t1-3b-research-preview,finetuned,scb10x,llama
6cf/QwQ-32B-Preview-IdeaWhiz-v1,base,6cf,unknown
bartowski/GWQ-9B-Preview2-GGUF,quantized,bartowski,unknown
legraphista/internlm2-math-plus-mixtral8x22b-IMat-GGUF,quantized,legraphista,unknown
bartowski/all-hands_openhands-lm-32b-v0.1-GGUF,quantized,bartowski,unknown
unsloth/DeepSeek-R1-Distill-Llama-8B-GGUF,quantized,unsloth,llama
open-r1/OlympicCoder-7B,finetuned,open-r1,qwen2
bartowski/OLMo-2-1124-13B-Instruct-GGUF,quantized,bartowski,unknown
unsloth/gemma-3-1b-it-GGUF,quantized,unsloth,gemma3_text
cjvt/GaMS-2B-Instruct,finetuned,cjvt,gemma2
Qwen/Qwen2.5-7B-Instruct-GPTQ-Int8,quantized,Qwen,qwen2
unsloth/SmolLM2-1.7B-Instruct,finetuned,unsloth,llama
tensorblock/gpt2-650k-stable-diffusion-prompt-generator-GGUF,quantized,tensorblock,unknown
uukuguy/speechless-llama2-13b,base,uukuguy,unknown
mlx-community/Qwen2.5-7B-Instruct-1M-4bit,quantized,mlx-community,qwen2
bartowski/LatitudeGames_Wayfarer-Large-70B-Llama-3.3-GGUF,quantized,bartowski,unknown
Magpie-Align/Llama-3-8B-Magpie-Align-SFT-v0.1,base,Magpie-Align,unknown
microsoft/Orca-2-13b,base,microsoft,unknown
DavidAU/Llama-3.2-8X3B-GATED-MOE-Reasoning-Dark-Champion-Instruct-uncensored-abliterated-18.4B-GGUF,quantized,DavidAU,unknown
BSC-LT/salamandra-2b,base,BSC-LT,llama
bartowski/Triangulum-10B-GGUF,quantized,bartowski,unknown
unsloth/Qwen2.5-Math-7B-Instruct-bnb-4bit,quantized,unsloth,qwen2
bartowski/Captain_BMO-12B-GGUF,quantized,bartowski,unknown
EarthnDusk/Osea-Identity2023,finetuned,EarthnDusk,unknown
bartowski/Dolphin3.0-Qwen2.5-1.5B-GGUF,quantized,bartowski,unknown
anthracite-org/magnum-v4-9b,base,anthracite-org,gemma2
PocketDoc/Dans-PersonalityEngine-V1.3.0-12b,base,PocketDoc,unknown
scb10x/typhoon2-qwen2vl-7b-vision-instruct,finetuned,scb10x,qwen2_vl
TheBloke/Llama-2-7B-Chat-GGML,finetuned,TheBloke,llama
dangvansam/gemma-2-9b-it-fix-system-role-awq,quantized,dangvansam,gemma2
HelloSun/Qwen2.5-3B-Instruct-openvino,finetuned,HelloSun,qwen2
meta-llama/Llama-2-13b-chat-hf,base,meta-llama,llama
Raj-Maharajwala/Open-Insurance-LLM-Llama3-8B,base,Raj-Maharajwala,unknown
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,base,deepseek-ai,unknown
bartowski/Llama-3.1-Tulu-3-70B-DPO-GGUF,quantized,bartowski,unknown
bartowski/INTELLECT-1-Instruct-GGUF,quantized,bartowski,unknown
MasterControlAIML/DeepSeek-R1-Qwen2.5-1.5b-SFT-R1-JSON-Unstructured-To-Structured,finetuned,MasterControlAIML,qwen2
mradermacher/GrayLine-Qwen3-14B-i1-GGUF,quantized,mradermacher,unknown
unsloth/Qwen3-14B-128K-GGUF,quantized,unsloth,qwen3
QuantFactory/Meta-Llama-3-8B-Instruct-GGUF-v2,quantized,QuantFactory,unknown
SicariusSicariiStuff/Impish_Mind_8B,base,SicariusSicariiStuff,unknown
Qwen/Qwen2.5-3B-Instruct-GGUF,quantized,Qwen,unknown
NexaAIDev/Octopus-v2-gguf-awq,quantized,NexaAIDev,gemma
ibm-granite/granite-embedding-125m-english,base,ibm-granite,unknown
shenzhi-wang/Llama3-70B-Chinese-Chat-GGUF-4bit,quantized,shenzhi-wang,llama
allenai/OLMo-2-1124-7B,base,allenai,unknown
mav23/Llama3.2-3B-Esper2-GGUF,quantized,mav23,unknown
huihui-ai/DeepSeek-R1-Distill-Qwen-14B-abliterated-v2,base,huihui-ai,unknown
afrideva/stablelm-3b-4e1t-GGUF,quantized,afrideva,stablelm
prithivMLmods/DeepSeek-R1-Llama-8B-F32-GGUF,quantized,prithivMLmods,llama
TheBloke/SauerkrautLM-Mixtral-8x7B-Instruct-GPTQ,quantized,TheBloke,mixtral
lmstudio-community/SmolLM2-1.7B-Instruct-GGUF,quantized,lmstudio-community,unknown
bartowski/orca_mini_v8_1_70b-GGUF,quantized,bartowski,unknown
mradermacher/Llama3.3-70B-CogniLink-i1-GGUF,quantized,mradermacher,unknown
TheBloke/medicine-chat-GGUF,quantized,TheBloke,llama
cyberandy/SEOcrate-4B_grpo_new_01,finetuned,cyberandy,gemma3_text
arcee-ai/Virtuoso-Small,base,arcee-ai,unknown
Open-Orca/LlongOrca-7B-16k,base,Open-Orca,llama
bartowski/Dolphin3.0-Llama3.1-8B-GGUF,quantized,bartowski,unknown
TheBloke/Mixtral-8x7B-Instruct-v0.1-GPTQ,quantized,TheBloke,mixtral
legraphista/c4ai-command-r-plus-08-2024-IMat-GGUF,quantized,legraphista,unknown
mlx-community/Qwen2.5-32B-Instruct-4bit,finetuned,mlx-community,qwen2
TheBloke/zephyr-7B-beta-AWQ,quantized,TheBloke,mistral
RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w4a16,quantized,RedHatAI,llama
ReadyArt/Omega-Darker_The-Final-Directive-24B,base,ReadyArt,unknown
NousResearch/Hermes-3-Llama-3.2-3B,base,NousResearch,llama
TheBloke/Mixtral-8x7B-Instruct-v0.1-LimaRP-ZLoss-GGUF,quantized,TheBloke,mixtral
bartowski/Qwen2.5-Coder-0.5B-GGUF,quantized,bartowski,unknown
IlyaGusev/gemma-2-2b-it-abliterated,base,IlyaGusev,gemma2
unsloth/Mistral-Small-24B-Instruct-2501-bnb-4bit,quantized,unsloth,mistral
TinyLlama/TinyLlama-1.1B-python-v0.1,base,TinyLlama,llama
ZeroAgency/Zero-Mistral-24B,finetuned,ZeroAgency,mistral
Doctor-Shotgun/Mixtral-8x7B-Instruct-v0.1-LimaRP-ZLoss,base,Doctor-Shotgun,unknown
hfl/llama-3-chinese-8b-instruct,finetuned,hfl,llama
unsloth/SmolLM-135M-Instruct,finetuned,unsloth,llama
inceptionai/jais-family-590m-chat,finetuned,inceptionai,jais
lemon-mint/gemma-7b-openhermes-v0.80,finetuned,lemon-mint,gemma
IlyaGusev/gemma-2-9b-it-abliterated,base,IlyaGusev,gemma2
Qwen/Qwen2-VL-7B-Instruct,base,Qwen,unknown
Qwen/Qwen-72B,base,Qwen,qwen
DavidAU/MN-GRAND-Gutenberg-Lyra4-Lyra-23B-V2,base,DavidAU,unknown
tensorblock/Qwen2.5-7B-Instruct-Uncensored-GGUF,quantized,tensorblock,unknown
MaziyarPanahi/calme-2.2-qwen2-7b,finetuned,MaziyarPanahi,qwen2
mlx-community/DeepCoder-14B-Preview-4bit,quantized,mlx-community,qwen2
mistralai/Mistral-7B-Instruct-v0.2,base,mistralai,unknown
huihui-ai/QwQ-32B-Preview-abliterated,finetuned,huihui-ai,qwen2
bartowski/Llama-3.3-70B-Instruct-ablated-GGUF,quantized,bartowski,unknown
EpistemeAI2/Fireball-Alpaca-Llama3.1.07-8B-Philos-Math,base,EpistemeAI2,unknown
DavidAU/Llama-3.2-8X3B-MOE-Dark-Champion-Instruct-uncensored-abliterated-18.4B-GGUF,quantized,DavidAU,unknown
internlm/internlm2-math-plus-1_8b,base,internlm,internlm2
Mungert/OpenCodeReasoning-Nemotron-7B-GGUF,quantized,Mungert,unknown
NousResearch/Llama-2-7b-chat-hf,base,NousResearch,llama
inceptionai/jais-adapted-13b,base,inceptionai,unknown
gaianet/Qwen3-1.7B-GGUF,quantized,gaianet,qwen3
bartowski/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-GGUF,quantized,bartowski,unknown
kokki444/gemma-3-finetune,finetuned,kokki444,gemma3_text
TheBloke/FusionNet_34Bx2_MoE-GGUF,quantized,TheBloke,mixtral
lmstudio-community/Phi-4-reasoning-GGUF,quantized,lmstudio-community,unknown
microsoft/Phi-3-mini-128k-instruct,base,microsoft,phi3
CohereLabs/c4ai-command-r7b-12-2024,base,CohereLabs,cohere2
Qwen/Qwen1.5-72B,base,Qwen,qwen2
HuggingFaceTB/SmolLM2-1.7B-Instruct,quantized,HuggingFaceTB,llama
TheBloke/Llama-2-70B-GGUF,quantized,TheBloke,llama
DavidAU/Mistral-MOE-4X7B-Dark-MultiVerse-Uncensored-Enhanced32-24B-gguf,merged,DavidAU,unknown
bartowski/Qwen2.5-Coder-3B-GGUF,quantized,bartowski,unknown
Qwen/Qwen2.5-Math-1.5B-Instruct,finetuned,Qwen,qwen2
cjvt/GaMS-9B,finetuned,cjvt,gemma2
second-state/C4AI-Command-R-v01-GGUF,quantized,second-state,cohere
bartowski/Dolphin3.0-Qwen2.5-0.5B-GGUF,quantized,bartowski,unknown
GPT4All-Community/Yi-1.5-9B-Chat-16K-GGUF,quantized,GPT4All-Community,unknown
ytu-ce-cosmos/Turkish-Llama-8b-DPO-v0.1,base,ytu-ce-cosmos,unknown
oxyapi/oxy-1-small,base,oxyapi,unknown
Epiculous/Crimson_Dawn-v0.2,base,Epiculous,unknown
h2oai/h2o-danube3-4b-base,base,h2oai,llama
FreedomIntelligence/HuatuoGPT-o1-8B,finetuned,FreedomIntelligence,unknown
lmstudio-community/Qwen2.5-Coder-32B-GGUF,quantized,lmstudio-community,unknown
spow12/MK_Nemo_12B,merged,spow12,mistral
huihui-ai/Qwen2.5-7B-Instruct-1M-abliterated,finetuned,huihui-ai,qwen2
mlx-community/Llama-3.2-3B-Instruct,finetuned,mlx-community,llama
unsloth/gemma-1.1-2b-it-bnb-4bit,base,unsloth,gemma
Weyaxi/Einstein-v7-Qwen2-7B,finetuned,Weyaxi,qwen2
bartowski/SicariusSicariiStuff_Phi-lthy4-GGUF,quantized,bartowski,unknown
Mawdistical/Squelching-Fantasies-qw3-14B-GGUF,quantized,Mawdistical,unknown
bartowski/llama-3.2-Korean-Bllossom-3B-GGUF,quantized,bartowski,unknown
bartowski/EuroLLM-9B-Instruct-GGUF,quantized,bartowski,unknown
TheBloke/orca_mini_v3_7B-GGUF,quantized,TheBloke,llama
PocketDoc/Dans-DangerousWinds-V1.1.0-12b,base,PocketDoc,unknown
DavidAU/Qwen3-The-Xiaolong-Josiefied-Omega-Directive-22B-uncensored-abliterated,base,DavidAU,unknown
unsloth/DeepSeek-R1-Distill-Qwen-14B,finetuned,unsloth,qwen2
second-state/Llama-3.2-3B-Instruct-GGUF,quantized,second-state,llama
Tesslate/Tessa-T1-3B,base,Tesslate,unknown
bartowski/allenai_Llama-3.1-Tulu-3.1-8B-GGUF,quantized,bartowski,unknown
prithivMLmods/SmolLM2-1.7B-F32-GGUF,quantized,prithivMLmods,llama
lmstudio-community/Llama-3-Groq-8B-Tool-Use-GGUF,quantized,lmstudio-community,unknown
internlm/internlm2-math-plus-mixtral8x22b,base,internlm,unknown
openaccess-ai-collective/wizard-mega-13b,base,openaccess-ai-collective,llama
DavidAU/MN-Dark-Planet-TITAN-12B-GGUF,quantized,DavidAU,unknown
failspy/Llama-3-8B-Instruct-MopeyMule,base,failspy,unknown
DavidAU/DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Deep-Thinker-Uncensored-24B,base,DavidAU,unknown
ModelCloud/Llama-3.2-1B-Instruct-gptqmodel-4bit-vortex-v2.5,quantized,ModelCloud,llama
XGenerationLab/XiYanSQL-QwenCoder-32B-2412,base,XGenerationLab,unknown
SanctumAI/Llama-3.2-1B-Instruct-GGUF,quantized,SanctumAI,llama
nvidia/Llama-3_3-Nemotron-Super-49B-v1,base,nvidia,nemotron-nas
PygmalionAI/pygmalion-2-13b,base,PygmalionAI,llama
QuantFactory/L3-8B-Stheno-v3.1-GGUF,quantized,QuantFactory,unknown
TheBloke/Speechless-Llama2-13B-GGUF,quantized,TheBloke,llama
gaianet/Phi-4-reasoning-plus-GGUF,quantized,gaianet,phi3
GPT4All-Community/Qwen2-7B-Instruct-GGUF,quantized,GPT4All-Community,unknown
root-signals/RootSignals-Judge-Llama-70B,quantized,root-signals,llama
RedHatAI/Qwen2.5-72B-FP8-dynamic,quantized,RedHatAI,qwen2
MaziyarPanahi/Llama-3-8B-Instruct-v0.10,finetuned,MaziyarPanahi,llama
lmstudio-community/Qwen2.5-Coder-32B-Instruct-GGUF,quantized,lmstudio-community,unknown
unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit,quantized,unsloth,qwen2
backyardai/Phi-3-mini-4k-instruct-GGUF,quantized,backyardai,unknown
curiositytech/MARS,finetuned,curiositytech,llama
MaziyarPanahi/Meta-Llama-3.1-405B-Instruct-GGUF,quantized,MaziyarPanahi,unknown
bartowski/granite-embedding-125m-english-GGUF,quantized,bartowski,unknown
samiazzam/jais-family-13b-chat-Q4_K_M-GGUF,quantized,samiazzam,unknown
alimotahharynia/DrugGen,finetuned,alimotahharynia,gpt2
mradermacher/deepseek-paraphrase-i1-GGUF,adapter,mradermacher,unknown
bartowski/xLAM-8x7b-r-GGUF,quantized,bartowski,unknown
chlee10/T3Q-ko-solar-sft-v1.0,finetuned,chlee10,llama
TheBloke/Upstage-Llama-2-70B-instruct-v2-GGML,finetuned,TheBloke,llama
Eric1227/dolphin-2.7-mixtral-8x7b-MLX-6bit,quantized,Eric1227,mixtral
rajatkrishna/Meta-Llama-3-8B-Instruct-OpenVINO-INT4,finetuned,rajatkrishna,llama
Orenguteng/Llama-3-8B-LexiFun-Uncensored-V1,base,Orenguteng,unknown
Saxo/Linkbricks-Horizon-AI-Korean-Mistral-Nemo-sft-dpo-12B,quantized,Saxo,mistral
agentica-org/DeepScaleR-1.5B-Preview,finetuned,agentica-org,qwen2
prithivMLmods/SmolLM2-360M-F32-GGUF,quantized,prithivMLmods,llama
allura-org/Mistral-Small-Sisyphus-24b-2503,base,allura-org,unknown
DavidAU/L3.1-MOE-6X8B-Dark-Reasoning-Dantes-Peak-HORROR-R1-Uncensored-36B-GGUF,quantized,DavidAU,unknown
Qwen/Qwen2.5-Math-7B-Instruct,finetuned,Qwen,qwen2
bartowski/Dolphin3.0-Llama3.2-3B-GGUF,quantized,bartowski,unknown
legraphista/glm-4-9b-chat-GGUF,quantized,legraphista,unknown
Mungert/RWKV7-Goose-World3-2.9B-HF-GGUF,quantized,Mungert,unknown
QuantFactory/stable-code-3b-GGUF,quantized,QuantFactory,unknown
second-state/Qwen2.5-Coder-7B-Instruct-GGUF,quantized,second-state,qwen2
lmstudio-community/Mistral-Large-Instruct-2411-GGUF,quantized,lmstudio-community,unknown
boatbomber/R1-Distill-Qwen-14B-Roblox-Luau,quantized,boatbomber,qwen2
CISCai/Qwen2.5-Coder-7B-Instruct-SOTA-GGUF,quantized,CISCai,unknown
mradermacher/Llama-3-Patronus-Lynx-70B-Instruct-GGUF,quantized,mradermacher,unknown
DavidAU/Qwen3-The-Josiefied-Omega-Directive-22B-uncensored-abliterated,base,DavidAU,unknown
legraphista/internlm2-math-plus-7b-IMat-GGUF,quantized,legraphista,unknown
Qwen/Qwen3-1.7B,base,Qwen,unknown
Qwen/Qwen2.5-32B-Instruct-GPTQ-Int8,quantized,Qwen,qwen2
ModelCloud/Llama-3.2-3B-Instruct-gptqmodel-4bit-vortex-v3,quantized,ModelCloud,llama
Qwen/Qwen2-0.5B-Instruct,finetuned,Qwen,qwen2
cognitivecomputations/Wizard-Vicuna-13B-Uncensored,base,cognitivecomputations,llama
Qwen/Qwen2.5-72B-Instruct-GGUF,quantized,Qwen,unknown
CohereForAI/c4ai-command-r-v01,base,CohereForAI,unknown
sapienzanlp/Minerva-7B-base-v1.0,base,sapienzanlp,mistral
CausalLM/35b-beta-long,base,CausalLM,unknown
Tesslate/Tessa-T1-7B,base,Tesslate,unknown
QuantFactory/Mistral-7B-Instruct-Uz-GGUF,quantized,QuantFactory,unknown
DavidAU/L3-DARKEST-PLANET-Seven-Rings-Of-DOOM-16.5B-GGUF,quantized,DavidAU,unknown
unsloth/QwQ-32B,finetuned,unsloth,qwen2
allenai/OLMo-2-1124-7B-SFT,finetuned,allenai,olmo2
unsloth/Qwen3-14B-unsloth-bnb-4bit,quantized,unsloth,qwen3
DavidAU/L3-MOE-4x8B-Dark-Planet-Rebel-FURY-25B-GGUF,quantized,DavidAU,unknown
bartowski/Sailor2-1B-Chat-GGUF,quantized,bartowski,unknown
TheBloke/zephyr-7B-alpha-GPTQ,quantized,TheBloke,mistral
bartowski/Teuken-7B-instruct-research-v0.4-GGUF,quantized,bartowski,unknown
Qwen/QwQ-32B,finetuned,Qwen,qwen2
unsloth/Qwen2.5-Coder-1.5B-bnb-4bit,quantized,unsloth,qwen2
fblgit/cybertron-v4-qw7B-MGS,base,fblgit,unknown
unsloth/Qwen2.5-Coder-7B-Instruct,finetuned,unsloth,qwen2
lmstudio-community/Qwen2-Math-72B-Instruct-GGUF,quantized,lmstudio-community,unknown
NousResearch/Nous-Hermes-2-Mixtral-8x7B-SFT,finetuned,NousResearch,mixtral
Qwen/Qwen2.5-0.5B-Instruct-GPTQ-Int8,quantized,Qwen,qwen2
Vikhrmodels/Vikhr-Qwen-2.5-1.5B-Instruct,finetuned,Vikhrmodels,qwen2
AI-Sweden-Models/gpt-sw3-20b-instruct,finetuned,AI-Sweden-Models,gpt2
uukuguy/speechless-codellama-dolphin-orca-platypus-13b,base,uukuguy,llama
infly/OpenCoder-8B-Base,base,infly,llama
bartowski/Llama-3.1-Storm-8B-GGUF,quantized,bartowski,unknown
AtlaAI/Selene-1-Mini-Llama-3.1-8B-GPTQ-W8A8,quantized,AtlaAI,llama
gguf-org/gemma-3-1b-it-gguf,quantized,gguf-org,unknown
RedHatAI/Meta-Llama-3.1-405B-Instruct-quantized.w4a16,quantized,RedHatAI,llama
lmstudio-community/Qwen2.5-0.5B-Instruct-MLX-4bit,quantized,lmstudio-community,qwen2
AuraIndustries/Aura-4B,base,AuraIndustries,unknown
Hastagaras/Halu-8B-Llama3-Blackroot,base,Hastagaras,unknown
leafspark/Llama-3.1-8B-MultiReflection-Instruct,finetuned,leafspark,llama
Qwen/Qwen2-1.5B-Instruct,base,Qwen,qwen2
dougiefresh/jade_qwen3_4b_mlx_4bit,quantized,dougiefresh,qwen3
Novaciano/GRONEKILLER_REBORN-3.2-1B,base,Novaciano,unknown
solidrust/Nous-Hermes-2-Mistral-7B-DPO-AWQ,quantized,solidrust,mistral
QuantFactory/Llama-3-8B-Instruct-Gradient-1048k-GGUF,quantized,QuantFactory,unknown
Henrychur/MMed-Llama-3-8B-EnIns,finetuned,Henrychur,llama
Krystalan/DRT-14B,base,Krystalan,unknown
ArliAI/QwQ-32B-ArliAI-RpR-v3,finetuned,ArliAI,qwen2
bartowski/Pantheon-RP-1.0-8b-Llama-3-GGUF,quantized,bartowski,unknown
Qwen/Qwen3-14B-Base,base,Qwen,unknown
swap-uniba/LLaMAntino-3-ANITA-8B-Inst-DPO-ITA,finetuned,swap-uniba,llama
sail/Sailor-1.8B-Chat,finetuned,sail,qwen2
legraphista/xLAM-7b-r-IMat-GGUF,quantized,legraphista,unknown
fibonacciai/Persian-llm-fibonacci-1-7b-chat.P1_0,base,fibonacciai,unknown
SultanR/SmolTulu-1.7b-Reinforced,finetuned,SultanR,llama
bartowski/Llama-3.1-Tulu-3-8B-DPO-GGUF,quantized,bartowski,unknown
bartowski/Llama-3.2-1B-Instruct-GGUF,quantized,bartowski,unknown
infly/OpenCoder-1.5B-Instruct,finetuned,infly,llama
Sao10K/MN-12B-Lyra-v1,base,Sao10K,unknown
TheBloke/leo-hessianai-13B-GGUF,quantized,TheBloke,llama
DavidAU/Gemma-The-Writer-J.GutenBerg-10B,base,DavidAU,unknown
jpacifico/Chocolatine-3B-Instruct-DPO-Revised,base,jpacifico,unknown
Menlo/Ichigo-llama3.1-s-instruct-v0.4,base,Menlo,unknown
cyberagent/calm2-7b-chat,base,cyberagent,llama
DMindAI/DMind-1,finetuned,DMindAI,unknown
unsloth/gemma-2-9b-it-bnb-4bit,quantized,unsloth,gemma2
TheBloke/DPOpenHermes-7B-v2-GGUF,quantized,TheBloke,mistral
yandex/YandexGPT-5-Lite-8B-pretrain,base,yandex,unknown
TheBloke/law-LLM-13B-GGUF,quantized,TheBloke,llama
CalamitousFelicitousness/Qwen2.5-32B-Instruct-fp8-dynamic,quantized,CalamitousFelicitousness,qwen2
werty1248/Mistral-Nemo-NT-Ko-12B-dpo,base,werty1248,unknown
bartowski/open-r1_OlympicCoder-32B-GGUF,quantized,bartowski,unknown
arcee-ai/Homunculus,finetuned,arcee-ai,mistral
mlx-community/Llama-4-Maverick-17B-16E-Instruct-6bit,quantized,mlx-community,llama4
anthracite-org/magnum-v1-32b,finetuned,anthracite-org,qwen2
INSAIT-Institute/BgGPT-7B-Instruct-v0.2,finetuned,INSAIT-Institute,mistral
shuttleai/shuttle-3.5,base,shuttleai,qwen3
TheBloke/deepsex-34b-GGUF,quantized,TheBloke,yi
legraphista/Qwen2.5-Coder-7B-Instruct-IMat-GGUF,quantized,legraphista,unknown
RedHatAI/Meta-Llama-3-70B-Instruct-quantized.w4a16,quantized,RedHatAI,llama
aisingapore/Llama-SEA-LION-v3-70B,base,aisingapore,unknown
mradermacher/LiberalMind_v1.5-GGUF,quantized,mradermacher,unknown
microsoft/Phi-3-mini-4k-instruct,base,microsoft,phi3
Casual-Autopsy/CREC-n-WREC-Mate-24B-imat-GGUF,quantized,Casual-Autopsy,unknown
beomi/gemma-ko-7b,base,beomi,unknown
ihopper/ko-gemma-7b-sft-dpo-v1.0,finetuned,ihopper,gemma
QuantFactory/finance-Llama3-8B-GGUF,quantized,QuantFactory,unknown
INSAIT-Institute/BgGPT-Gemma-2-9B-IT-v1.0,finetuned,INSAIT-Institute,gemma2
tanamettpk/TC-instruct-DPO,finetuned,tanamettpk,mistral
unsloth/Llama-3.1-8B-unsloth-bnb-4bit,quantized,unsloth,llama
nvidia/OpenMath-Nemotron-32B,finetuned,nvidia,qwen2
Magpie-Align/Llama-3-8B-Magpie-Align-v0.1,finetuned,Magpie-Align,llama
Vikhrmodels/Vikhr-Nemo-12B-Instruct-R-21-09-24,finetuned,Vikhrmodels,mistral
bartowski/kurage-en-GGUF,quantized,bartowski,unknown
infly/OpenCoder-1.5B-Base,base,infly,llama
facebook/layerskip-llama3.2-1B,finetuned,facebook,llama
agentica-org/DeepCoder-1.5B-Preview,finetuned,agentica-org,qwen2
meta-llama/Llama-3.1-405B,base,meta-llama,llama
jtatman/llama-3.2-1b-lewd-mental-occult,base,jtatman,unknown
bartowski/THUDM_GLM-Z1-Rumination-32B-0414-GGUF,quantized,bartowski,unknown
FuseAI/FuseChat-7B-VaRM,finetuned,FuseAI,mistral
mlx-community/Llama-3.2-1B-Instruct-bf16,base,mlx-community,unknown
CohereLabs/aya-23-35B,base,CohereLabs,cohere
allenai/tulu-2-7b,finetuned,allenai,llama
Sao10K/70B-L3.3-Cirrus-x1,base,Sao10K,unknown
AdaptLLM/finance-LLM,base,AdaptLLM,llama
ReadyArt/Forgotten-Safeword-70B-v5.0,finetuned,ReadyArt,llama
legraphista/Qwen2.5-Math-7B-Instruct-IMat-GGUF,quantized,legraphista,unknown
unsloth/Qwen3-0.6B-unsloth-bnb-4bit,quantized,unsloth,qwen3
Fredithefish/Guanaco-3B-Uncensored-v2,base,Fredithefish,gpt_neox
