source,target,edge
unsloth/gemma-3-1b-it,Duruo/gemma-3-1b-quant-50steps,finetuned
DavidAU/L3.1-MOE-8X8B-Dark-Planet-8D-Mirrored-Chaos-Uncensored-47B,DavidAU/L3.1-MOE-8X8B-Dark-Planet-8D-Mirrored-Chaos-Uncensored-47B-GGUF,quantized
aisingapore/Llama-SEA-LION-v2-8B,aisingapore/Llama-SEA-LION-v2-8B-IT,finetuned
abacusai/Smaug-Llama-3-70B-Instruct,gbueno86/Meta-LLama-3-Cat-Smaug-LLama-70b,merged
DavidAU/Llama-3-Stheno-Maid-Blackroot-Grand-HORROR-16B,DavidAU/L3-Stheno-Maid-Blackroot-Grand-HORROR-16B-GGUF,quantized
meta-llama/Meta-Llama-Guard-2-8B,tybrs/llama-guard-quant,quantized
Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-3B-Instruct-GGUF,quantized
Qwen/Qwen2.5-3B-Instruct,unsloth/Qwen2.5-3B-Instruct-unsloth-bnb-4bit,quantized
Qwen/Qwen2.5-3B-Instruct,PowerInfer/SmallThinker-3B-Preview,finetuned
Qwen/Qwen2.5-3B-Instruct,unsloth/Qwen2.5-3B-Instruct,finetuned
Qwen/Qwen2.5-3B-Instruct,unsloth/Qwen2.5-3B-Instruct-bnb-4bit,quantized
Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-3B-Instruct-AWQ,quantized
Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-3B-Instruct-GPTQ-Int4,quantized
Qwen/Qwen2.5-3B-Instruct,bartowski/Qwen2.5-3B-Instruct-GGUF,quantized
Qwen/Qwen2.5-3B-Instruct,dnotitia/Smoothie-Qwen2.5-3B-Instruct,finetuned
Qwen/Qwen2.5-3B-Instruct,authormist/authormist-originality,finetuned
Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-3B-Instruct-GPTQ-Int8,quantized
Qwen/Qwen2.5-3B-Instruct,second-state/Qwen2.5-3B-Instruct-GGUF,quantized
Qwen/Qwen2.5-3B-Instruct,HelloSun/Qwen2.5-3B-Instruct-openvino,finetuned
Qwen/Qwen2.5-3B-Instruct,legraphista/Qwen2.5-3B-Instruct-IMat-GGUF,quantized
Qwen/Qwen2.5-3B-Instruct,sadaisystems/sadai-mrec-qwen2.5-3B-v0.0.1,finetuned
Qwen/Qwen2.5-3B-Instruct,lmstudio-community/Qwen2.5-3B-Instruct-GGUF,quantized
AdaptLLM/medicine-LLM-13B,TheBloke/medicine-LLM-13B-GGUF,quantized
Hastagaras/Llama-3.1-Jamet-8B-MK.I,DavidAU/L3.1-MOE-6X8B-Dark-Reasoning-Dantes-Peak-Hermes-R1-Uncensored-36B,merged
Writer/Palmyra-Fin-70B-32K,legraphista/Palmyra-Fin-70B-32K-IMat-GGUF,quantized
Writer/Palmyra-Fin-70B-32K,bartowski/Palmyra-Fin-70B-32K-GGUF,quantized
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2-7B-Instruct-GPTQ-Int4,quantized
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2-7B-Instruct-GGUF,quantized
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2-7B-Instruct-AWQ,quantized
Qwen/Qwen2-7B-Instruct,second-state/Qwen2-7B-Instruct-GGUF,quantized
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2-7B-Instruct-GPTQ-Int8,quantized
Qwen/Qwen2-7B-Instruct,TommyChien/memorag-qwen2-7b-inst,finetuned
Qwen/Qwen2-7B-Instruct,GPT4All-Community/Qwen2-7B-Instruct-GGUF,quantized
unsloth/phi-4,shisa-ai/shisa-v2-unphi4-14b,finetuned
rinna/bilingual-gpt-neox-4b,rinna/bilingual-gpt-neox-4b-instruction-ppo,finetuned
rinna/bilingual-gpt-neox-4b,rinna/bilingual-gpt-neox-4b-instruction-sft,finetuned
AtlaAI/Selene-1-Mini-Llama-3.1-8B,AtlaAI/Selene-1-Mini-Llama-3.1-8B-GPTQ-W8A8,quantized
AtlaAI/Selene-1-Mini-Llama-3.1-8B,bartowski/Selene-1-Mini-Llama-3.1-8B-GGUF,quantized
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,MaziyarPanahi/Llama-3-8B-Instruct-v0.9,finetuned
TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,Bojun-Feng/TinyLlama-1.1B-Chat-v1.0-llamafile,finetuned
huihui-ai/Llama-3.3-70B-Instruct-abliterated,bartowski/Llama-3.3-70B-Instruct-abliterated-GGUF,quantized
huihui-ai/Llama-3.3-70B-Instruct-abliterated,huihui-ai/Llama-3.3-70B-Instruct-abliterated-finetuned,finetuned
sethuiyer/Dr_Samantha-7b,TheBloke/Dr_Samantha-7B-GGUF,quantized
mlabonne/NeuralMonarch-7B,mlabonne/AlphaMonarch-7B,finetuned
FreedomIntelligence/HuatuoGPT-o1-7B,bartowski/HuatuoGPT-o1-7B-GGUF,quantized
allenai/OLMo-2-1124-13B-SFT,allenai/OLMo-2-1124-13B-DPO,finetuned
Riiid/sheep-duck-llama-2,TheBloke/Sheep-Duck-Llama-2-70B-GGUF,quantized
soob3123/Veritas-12B,bartowski/soob3123_Veritas-12B-GGUF,quantized
pankajmathur/orca_mini_v3_7b,TheBloke/orca_mini_v3_7B-GPTQ,quantized
pankajmathur/orca_mini_v3_7b,TheBloke/orca_mini_v3_7B-GGUF,quantized
mveroe/Llama-3.2-1B-Instruct-distillation-alpaca-3.0-HarmfulLLMLat-sauce2,Novaciano/EMO_SEX_V2-3.2-1B,merged
mveroe/Llama-3.2-1B-Instruct-distillation-alpaca-3.0-HarmfulLLMLat-sauce2,Novaciano/SEX_RP_V2-3.2-1B,merged
MTSAIR/multi_verse_model,FallenMerick/Smart-Lemon-Cookie-7B,merged
tiiuae/falcon-mamba-7b,tiiuae/falcon-mamba-7b-instruct,finetuned
tiiuae/falcon-mamba-7b,bartowski/falcon-mamba-7b-GGUF,quantized
sail/Sailor2-L-8B,QuantFactory/Sailor2-L-8B-Chat-GGUF,quantized
epfl-llm/meditron-7b,TheBloke/meditron-7B-AWQ,quantized
epfl-llm/meditron-7b,malhajar/meditron-7b-chat,finetuned
internlm/internlm2-math-plus-20b,legraphista/internlm2-math-plus-20b-IMat-GGUF,quantized
sail/Sailor2-1B,sail/Sailor2-1B-SFT,finetuned
sail/Sailor2-1B,sail/Sailor2-1B-Chat,finetuned
6cf/QwQ-32B-Preview-IdeaWhiz-v1,bartowski/QwQ-32B-Preview-IdeaWhiz-v1-GGUF,quantized
open-r1/OlympicCoder-7B,bartowski/open-r1_OlympicCoder-7B-GGUF,quantized
uukuguy/speechless-llama2-13b,TheBloke/Speechless-Llama2-13B-GGUF,quantized
Magpie-Align/Llama-3-8B-Magpie-Align-SFT-v0.1,Magpie-Align/Llama-3-8B-Magpie-Align-v0.1,finetuned
microsoft/Orca-2-13b,Locutusque/Orca-2-13b-SFT-v4,finetuned
microsoft/Orca-2-13b,Locutusque/Orca-2-13b-SFT-v6,finetuned
microsoft/Orca-2-13b,Locutusque/Orca-2-13b-SFT_v5,finetuned
BSC-LT/salamandra-2b,BSC-LT/salamandra-2b-instruct,finetuned
anthracite-org/magnum-v4-9b,bartowski/magnum-v4-9b-GGUF,quantized
PocketDoc/Dans-PersonalityEngine-V1.3.0-12b,bartowski/PocketDoc_Dans-PersonalityEngine-V1.3.0-12b-GGUF,quantized
meta-llama/Llama-2-13b-chat-hf,TheBloke/Llama-2-13B-chat-GGUF,quantized
meta-llama/Llama-2-13b-chat-hf,TheBloke/Llama-2-13B-chat-GPTQ,quantized
meta-llama/Llama-2-13b-chat-hf,TheBloke/Llama-2-13B-chat-AWQ,quantized
Raj-Maharajwala/Open-Insurance-LLM-Llama3-8B,bartowski/Open-Insurance-LLM-Llama3-8B-GGUF,quantized
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,JamAndTeaStudios/DeepSeek-R1-Distill-Qwen-32B-FP8-Dynamic,quantized
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,unsloth/DeepSeek-R1-Distill-Qwen-32B-bnb-4bit,quantized
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,unsloth/DeepSeek-R1-Distill-Qwen-32B,finetuned
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,PKU-DS-LAB/FairyR1-32B,finetuned
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,unsloth/DeepSeek-R1-Distill-Qwen-32B-unsloth-bnb-4bit,quantized
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,empirischtech/DeepSeek-R1-Distill-Qwen-32B-gptq-4bit,quantized
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,Mungert/FairyR1-32B-GGUF,quantized
SicariusSicariiStuff/Impish_Mind_8B,bartowski/Impish_Mind_8B-GGUF,quantized
ibm-granite/granite-embedding-125m-english,bartowski/granite-embedding-125m-english-GGUF,quantized
allenai/OLMo-2-1124-7B,allenai/OLMo-2-1124-7B-SFT,finetuned
huihui-ai/DeepSeek-R1-Distill-Qwen-14B-abliterated-v2,YOYO-AI/ZYH-LLM-Qwen2.5-14B-V4,merged
arcee-ai/Virtuoso-Small,sometimesanotion/Lamarck-14B-v0.7,merged
Open-Orca/LlongOrca-7B-16k,TheBloke/LlongOrca-7B-16K-GGUF,quantized
ReadyArt/Omega-Darker_The-Final-Directive-24B,ReadyArt/Omega-Darker-Gaslight_The-Final-Forgotten-Fever-Dream-24B,finetuned
NousResearch/Hermes-3-Llama-3.2-3B,bartowski/Hermes-3-Llama-3.2-3B-GGUF,quantized
NousResearch/Hermes-3-Llama-3.2-3B,mlx-community/Hermes-3-Llama-3.2-3B-bf16,finetuned
NousResearch/Hermes-3-Llama-3.2-3B,mlx-community/Hermes-3-Llama-3.2-3B-4bit,quantized
IlyaGusev/gemma-2-2b-it-abliterated,bartowski/gemma-2-2b-it-abliterated-GGUF,quantized
TinyLlama/TinyLlama-1.1B-python-v0.1,TheBloke/TinyLlama-1.1B-python-v0.1-GPTQ,quantized
ZeroAgency/Zero-Mistral-24B,ZeroAgency/Zero-Mistral-24B-gguf,quantized
Doctor-Shotgun/Mixtral-8x7B-Instruct-v0.1-LimaRP-ZLoss,TheBloke/Mixtral-8x7B-Instruct-v0.1-LimaRP-ZLoss-GGUF,quantized
IlyaGusev/gemma-2-9b-it-abliterated,bartowski/gemma-2-9b-it-abliterated-GGUF,quantized
Qwen/Qwen2-VL-7B-Instruct,scb10x/typhoon2-qwen2vl-7b-vision-instruct,finetuned
Qwen/Qwen-72B,Qwen/Qwen-72B-Chat,finetuned
DavidAU/MN-GRAND-Gutenberg-Lyra4-Lyra-23B-V2,DavidAU/MN-GRAND-Gutenberg-Lyra4-Lyra-23B-V2-GGUF,quantized
mistralai/Mistral-7B-Instruct-v0.2,segolilylabs/Lily-Cybersecurity-7B-v0.2,finetuned
mistralai/Mistral-7B-Instruct-v0.2,refarde/Mistral-7B-Instruct-v0.2-Ko-S-Core,finetuned
huihui-ai/QwQ-32B-Preview-abliterated,bartowski/QwQ-32B-Preview-abliterated-GGUF,quantized
EpistemeAI2/Fireball-Alpaca-Llama3.1.07-8B-Philos-Math,EpistemeAI/Fireball-Alpaca-Llama3.1.07-8B-Philos-Math-KTO-beta,finetuned
internlm/internlm2-math-plus-1_8b,legraphista/internlm2-math-plus-1_8b-IMat-GGUF,quantized
NousResearch/Llama-2-7b-chat-hf,OPTML-Group/TOFU-origin-Llama-2-7b-chat,finetuned
inceptionai/jais-adapted-13b,inceptionai/jais-adapted-13b-chat,finetuned
microsoft/Phi-3-mini-128k-instruct,bartowski/Phi-3.1-mini-128k-instruct-GGUF,quantized
microsoft/Phi-3-mini-128k-instruct,lmstudio-community/Phi-3.1-mini-128k-instruct-GGUF,quantized
microsoft/Phi-3-mini-128k-instruct,second-state/Phi-3-mini-128k-instruct-GGUF,quantized
microsoft/Phi-3-mini-128k-instruct,HDKLK/Phi-3-mini-128k-instruct-gguf,quantized
microsoft/Phi-3-mini-128k-instruct,gaianet/Phi-3-mini-128k-instruct-GGUF,quantized
microsoft/Phi-3-mini-128k-instruct,legraphista/Phi-3-mini-128k-instruct-IMat-GGUF,quantized
microsoft/Phi-3-mini-128k-instruct,calcuis/phi3,quantized
CohereLabs/c4ai-command-r7b-12-2024,bartowski/c4ai-command-r7b-12-2024-GGUF,quantized
Qwen/Qwen1.5-72B,Qwen/Qwen1.5-72B-Chat,finetuned
HuggingFaceTB/SmolLM2-1.7B-Instruct,bartowski/SmolLM2-1.7B-Instruct-GGUF,quantized
HuggingFaceTB/SmolLM2-1.7B-Instruct,HuggingFaceTB/SmolLM2-1.7B-Instruct-GGUF,quantized
HuggingFaceTB/SmolLM2-1.7B-Instruct,unsloth/SmolLM2-1.7B-Instruct,finetuned
HuggingFaceTB/SmolLM2-1.7B-Instruct,lmstudio-community/SmolLM2-1.7B-Instruct-GGUF,quantized
HuggingFaceTB/SmolLM2-1.7B-Instruct,unsloth/SmolLM2-1.7B-Instruct-bnb-4bit,quantized
HuggingFaceTB/SmolLM2-1.7B-Instruct,dleemiller/Penny-1.7B,finetuned
HuggingFaceTB/SmolLM2-1.7B-Instruct,prithivMLmods/SmolLM2-1.7B-F32-GGUF,quantized
Qwen/Qwen2.5-Math-1.5B-Instruct,unsloth/Qwen2.5-Math-1.5B-Instruct,finetuned
Qwen/Qwen2.5-Math-1.5B-Instruct,AI-MO/Kimina-Prover-Preview-Distill-1.5B,finetuned
Qwen/Qwen2.5-Math-1.5B-Instruct,bartowski/Qwen2.5-Math-1.5B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Math-1.5B-Instruct,legraphista/Qwen2.5-Math-1.5B-Instruct-IMat-GGUF,quantized
Qwen/Qwen2.5-Math-1.5B-Instruct,unsloth/Qwen2.5-Math-1.5B-Instruct-bnb-4bit,quantized
Qwen/Qwen2.5-Math-1.5B-Instruct,tensorblock/Qwen2.5-Math-1.5B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Math-1.5B-Instruct,lmstudio-community/Qwen2.5-Math-1.5B-Instruct-GGUF,quantized
cjvt/GaMS-9B,cjvt/GaMS-9B-Instruct,finetuned
ytu-ce-cosmos/Turkish-Llama-8b-DPO-v0.1,RefinedNeuro/RN_TR_R2,finetuned
oxyapi/oxy-1-small,bartowski/oxy-1-small-GGUF,quantized
oxyapi/oxy-1-small,oxyapi/oxy-1-small-GGUF,quantized
Epiculous/Crimson_Dawn-v0.2,bartowski/Crimson_Dawn-v0.2-GGUF,quantized
h2oai/h2o-danube3-4b-base,adamo1139/Danube3-4b-4chan-HESOYAM-2510,finetuned
FreedomIntelligence/HuatuoGPT-o1-8B,bartowski/HuatuoGPT-o1-8B-GGUF,quantized
mlx-community/Llama-3.2-3B-Instruct,mlx-community/Llama-3.2-3B-Instruct-4bit,quantized
mlx-community/Llama-3.2-3B-Instruct,Koutouzov1973/Llama_3.2_3B_Instruct_4bit_Distill_Situation_Generale_2_Avril,quantized
mlx-community/Llama-3.2-3B-Instruct,adeelahmad/ReasonableLlama3-3B-Jr,quantized
unsloth/gemma-1.1-2b-it-bnb-4bit,ricepaper/vi-gemma-2b-RAG,finetuned
PocketDoc/Dans-DangerousWinds-V1.1.0-12b,bartowski/Dans-DangerousWinds-V1.1.0-12b-GGUF,quantized
DavidAU/Qwen3-The-Xiaolong-Josiefied-Omega-Directive-22B-uncensored-abliterated,DavidAU/Qwen3-The-Xiaolong-Josiefied-Omega-Directive-22B-uncensored-abliterated-GGUF,quantized
Tesslate/Tessa-T1-3B,bartowski/Tesslate_Tessa-T1-3B-GGUF,quantized
internlm/internlm2-math-plus-mixtral8x22b,legraphista/internlm2-math-plus-mixtral8x22b-IMat-GGUF,quantized
openaccess-ai-collective/wizard-mega-13b,TheBloke/wizard-mega-13B-GGUF,quantized
failspy/Llama-3-8B-Instruct-MopeyMule,legraphista/Llama-3-8B-Instruct-MopeyMule-IMat-GGUF,quantized
DavidAU/DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Deep-Thinker-Uncensored-24B,DavidAU/DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Deep-Thinker-Uncensored-24B-GGUF,quantized
XGenerationLab/XiYanSQL-QwenCoder-32B-2412,XGenerationLab/XiYanSQL-QwenCoder-32B-2504,adapter
nvidia/Llama-3_3-Nemotron-Super-49B-v1,unsloth/Llama-3_3-Nemotron-Super-49B-v1-GGUF,quantized
nvidia/Llama-3_3-Nemotron-Super-49B-v1,bartowski/nvidia_Llama-3_3-Nemotron-Super-49B-v1-GGUF,quantized
nvidia/Llama-3_3-Nemotron-Super-49B-v1,openfree/Llama-3_3-Nemotron-Super-49B-v1-Q6_K-GGUF,quantized
PygmalionAI/pygmalion-2-13b,TheBloke/Pygmalion-2-13B-GGUF,quantized
PygmalionAI/pygmalion-2-13b,TheBloke/Pygmalion-2-13B-AWQ,quantized
PygmalionAI/pygmalion-2-13b,TheBloke/Pygmalion-2-13B-GPTQ,quantized
Orenguteng/Llama-3-8B-LexiFun-Uncensored-V1,QuantFactory/Llama-3-8B-LexiFun-Uncensored-V1-GGUF,quantized
agentica-org/DeepScaleR-1.5B-Preview,bartowski/agentica-org_DeepScaleR-1.5B-Preview-GGUF,quantized
agentica-org/DeepScaleR-1.5B-Preview,unsloth/DeepScaleR-1.5B-Preview,finetuned
agentica-org/DeepScaleR-1.5B-Preview,mlx-community/DeepScaleR-1.5B-6.5bit,quantized
agentica-org/DeepScaleR-1.5B-Preview,unsloth/DeepScaleR-1.5B-Preview-unsloth-bnb-4bit,quantized
allura-org/Mistral-Small-Sisyphus-24b-2503,bartowski/allura-org_Mistral-Small-Sisyphus-24b-2503-GGUF,quantized
Qwen/Qwen2.5-Math-7B-Instruct,AI-MO/Kimina-Prover-Preview-Distill-7B,finetuned
Qwen/Qwen2.5-Math-7B-Instruct,bartowski/Qwen2.5-Math-7B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Math-7B-Instruct,unsloth/Qwen2.5-Math-7B-Instruct-bnb-4bit,quantized
Qwen/Qwen2.5-Math-7B-Instruct,unsloth/Qwen2.5-Math-7B-Instruct,finetuned
Qwen/Qwen2.5-Math-7B-Instruct,legraphista/Qwen2.5-Math-7B-Instruct-IMat-GGUF,quantized
Qwen/Qwen2.5-Math-7B-Instruct,mlx-community/Qwen2.5-Math-7B-Instruct-4bit,quantized
DavidAU/Qwen3-The-Josiefied-Omega-Directive-22B-uncensored-abliterated,DavidAU/Qwen3-The-Josiefied-Omega-Directive-22B-uncensored-abliterated-GGUF,quantized
Qwen/Qwen3-1.7B,unsloth/Qwen3-1.7B-unsloth-bnb-4bit,quantized
Qwen/Qwen3-1.7B,unsloth/Qwen3-1.7B-GGUF,quantized
Qwen/Qwen3-1.7B,UnfilteredAI/DAN-Qwen3-1.7B,finetuned
Qwen/Qwen3-1.7B,Vikhrmodels/QVikhr-3-1.7B-Instruction-noreasoning,finetuned
Qwen/Qwen3-1.7B,second-state/Qwen3-1.7B-GGUF,quantized
Qwen/Qwen3-1.7B,dnotitia/Smoothie-Qwen3-1.7B,finetuned
Qwen/Qwen3-1.7B,gaianet/Qwen3-1.7B-GGUF,quantized
Qwen/Qwen3-1.7B,prithivMLmods/Qwen3-1.7B-GGUF,quantized
Qwen/Qwen2-0.5B-Instruct,Qwen/Qwen2-0.5B-Instruct-GGUF,quantized
Qwen/Qwen2-0.5B-Instruct,gaianet/Qwen2-0.5B-Instruct-GGUF,quantized
Qwen/Qwen2-0.5B-Instruct,Qwen/Qwen2-0.5B-Instruct-AWQ,quantized
Qwen/Qwen2-0.5B-Instruct,Qwen/Qwen2-0.5B-Instruct-GPTQ-Int4,quantized
Qwen/Qwen2-0.5B-Instruct,second-state/Qwen2-0.5B-Instruct-GGUF,quantized
Qwen/Qwen2-0.5B-Instruct,Qwen/Qwen2-0.5B-Instruct-GPTQ-Int8,quantized
Qwen/Qwen2-0.5B-Instruct,legraphista/Qwen2-0.5B-Instruct-IMat-GGUF,quantized
cognitivecomputations/Wizard-Vicuna-13B-Uncensored,TheBloke/Wizard-Vicuna-13B-Uncensored-GPTQ,quantized
cognitivecomputations/Wizard-Vicuna-13B-Uncensored,second-state/Wizard-Vicuna-13B-Uncensored-GGUF,quantized
CohereForAI/c4ai-command-r-v01,second-state/C4AI-Command-R-v01-GGUF,quantized
sapienzanlp/Minerva-7B-base-v1.0,sapienzanlp/Minerva-7B-instruct-v1.0,finetuned
CausalLM/35b-beta-long,QuantFactory/CausalLM-35b-beta-long-GGUF,quantized
Tesslate/Tessa-T1-7B,bartowski/Tesslate_Tessa-T1-7B-GGUF,quantized
allenai/OLMo-2-1124-7B-SFT,allenai/OLMo-2-1124-7B-DPO,finetuned
allenai/OLMo-2-1124-7B-SFT,allenai/OLMo-2-1124-7B-RM,finetuned
Qwen/QwQ-32B,lmstudio-community/QwQ-32B-MLX-8bit,quantized
Qwen/QwQ-32B,Qwen/QwQ-32B-AWQ,quantized
Qwen/QwQ-32B,lmstudio-community/QwQ-32B-GGUF,quantized
Qwen/QwQ-32B,unsloth/QwQ-32B-GGUF,quantized
Qwen/QwQ-32B,Qwen/QwQ-32B-GGUF,quantized
Qwen/QwQ-32B,unsloth/QwQ-32B-unsloth-bnb-4bit,quantized
Qwen/QwQ-32B,bartowski/Qwen_QwQ-32B-GGUF,quantized
Qwen/QwQ-32B,ArliAI/QwQ-32B-ArliAI-RpR-v4,finetuned
Qwen/QwQ-32B,huihui-ai/QwQ-32B-abliterated,finetuned
Qwen/QwQ-32B,Mungert/QwQ-32B-ArliAI-RpR-v4-GGUF,quantized
Qwen/QwQ-32B,unsloth/QwQ-32B,finetuned
Qwen/QwQ-32B,mlx-community/QwQ-32B-4bit,quantized
Qwen/QwQ-32B,unsloth/QwQ-32B-bnb-4bit,quantized
Qwen/QwQ-32B,kaitchup/QwQ-32B-AutoRoundGPTQ-8bit,quantized
Qwen/QwQ-32B,ospatch/QwQ-32B-INT8-W8A8,quantized
Qwen/QwQ-32B,ModelCloud/QwQ-32B-gptqmodel-4bit-vortex-v1,quantized
Qwen/QwQ-32B,ArliAI/QwQ-32B-ArliAI-RpR-v3,finetuned
Qwen/QwQ-32B,mlx-community/QwQ-32B-8bit,quantized
Qwen/QwQ-32B,YOYO-AI/Qwen2.5-32B-YOYO-V2,merged
Qwen/QwQ-32B,kaitchup/QwQ-32B-AWQ-4bit,quantized
fblgit/cybertron-v4-qw7B-MGS,bartowski/cybertron-v4-qw7B-MGS-GGUF,quantized
unsloth/Qwen2.5-Coder-7B-Instruct,ferdinandjasong/SuperCoder-7B-Qwen2.5-peft-merged,finetuned
NousResearch/Nous-Hermes-2-Mixtral-8x7B-SFT,second-state/Nous-Hermes-2-Mixtral-8x7B-SFT-GGUF,quantized
Vikhrmodels/Vikhr-Qwen-2.5-1.5B-Instruct,Vikhrmodels/QVikhr-2.5-1.5B-Instruct-SMPO,finetuned
uukuguy/speechless-codellama-dolphin-orca-platypus-13b,tensorblock/uukuguy_speechless-codellama-dolphin-orca-platypus-13b-GGUF,quantized
infly/OpenCoder-8B-Base,infly/OpenCoder-8B-Instruct,finetuned
infly/OpenCoder-8B-Base,QuantFactory/OpenCoder-8B-Instruct-GGUF,quantized
AuraIndustries/Aura-4B,bartowski/Aura-4B-GGUF,quantized
Hastagaras/Halu-8B-Llama3-Blackroot,DavidAU/L3.1-MOE-6X8B-Dark-Reasoning-Dantes-Peak-Hermes-R1-Uncensored-36B,merged
Qwen/Qwen2-1.5B-Instruct,Qwen/Qwen2-1.5B-Instruct-AWQ,quantized
Qwen/Qwen2-1.5B-Instruct,Qwen/Qwen2-1.5B-Instruct-GPTQ-Int4,quantized
Qwen/Qwen2-1.5B-Instruct,second-state/Qwen2-1.5B-Instruct-GGUF,quantized
Qwen/Qwen2-1.5B-Instruct,legraphista/Qwen2-1.5B-Instruct-IMat-GGUF,quantized
Qwen/Qwen2-1.5B-Instruct,Qwen/Qwen2-1.5B-Instruct-GPTQ-Int8,quantized
Novaciano/GRONEKILLER_REBORN-3.2-1B,Novaciano/NSFW-Ameba-3.2-1B,finetuned
Krystalan/DRT-14B,bartowski/DRT-o1-14B-GGUF,quantized
Qwen/Qwen3-14B-Base,Cylingo/Xinyuan-LLM-14B-0428,finetuned
fibonacciai/Persian-llm-fibonacci-1-7b-chat.P1_0,fibonacciai/fibonacci-1-EN-8b-chat.P1_5,quantized
infly/OpenCoder-1.5B-Instruct,lmstudio-community/OpenCoder-1.5B-Instruct-GGUF,quantized
Sao10K/MN-12B-Lyra-v1,bartowski/MN-12B-Lyra-v1-GGUF,quantized
DavidAU/Gemma-The-Writer-J.GutenBerg-10B,DavidAU/Gemma-The-Writer-J.GutenBerg-10B-GGUF,quantized
jpacifico/Chocolatine-3B-Instruct-DPO-Revised,jpacifico/Chocolatine-3B-Instruct-DPO-Revised-Q4_K_M-GGUF,quantized
jpacifico/Chocolatine-3B-Instruct-DPO-Revised,GPT4All-Community/Chocolatine-3B-Instruct-DPO-Revised-GGUF,quantized
Menlo/Ichigo-llama3.1-s-instruct-v0.4,bartowski/Ichigo-llama3.1-s-instruct-v0.4-GGUF,quantized
cyberagent/calm2-7b-chat,cyberagent/calm2-7b-chat-dpo-experimental,finetuned
yandex/YandexGPT-5-Lite-8B-pretrain,Vikhrmodels/Vikhr-YandexGPT-5-Lite-8B-it,finetuned
werty1248/Mistral-Nemo-NT-Ko-12B-dpo,spow12/MK_Nemo_12B,merged
arcee-ai/Homunculus,bartowski/arcee-ai_Homunculus-GGUF,quantized
anthracite-org/magnum-v1-32b,bartowski/magnum-32b-v1-GGUF,quantized
shuttleai/shuttle-3.5,bartowski/shuttleai_shuttle-3.5-GGUF,quantized
aisingapore/Llama-SEA-LION-v3-70B,aisingapore/Llama-SEA-LION-v3-70B-IT,finetuned
microsoft/Phi-3-mini-4k-instruct,bartowski/Phi-3.1-mini-4k-instruct-GGUF,quantized
microsoft/Phi-3-mini-4k-instruct,legraphista/Phi-3-mini-4k-instruct-update2024_07_03-IMat-GGUF,quantized
microsoft/Phi-3-mini-4k-instruct,numind/NuExtract,finetuned
microsoft/Phi-3-mini-4k-instruct,Mozilla/Phi-3-mini-4k-instruct-llamafile,finetuned
microsoft/Phi-3-mini-4k-instruct,qwp4w3hyb/Phi-3-mini-4k-instruct-iMat-GGUF,quantized
microsoft/Phi-3-mini-4k-instruct,ab-ai/PII-Model-Phi3-Mini,finetuned
microsoft/Phi-3-mini-4k-instruct,second-state/Phi-3-mini-4k-instruct-GGUF,quantized
microsoft/Phi-3-mini-4k-instruct,legraphista/Phi-3-mini-4k-instruct-IMat-GGUF,quantized
microsoft/Phi-3-mini-4k-instruct,lmstudio-community/Phi-3.1-mini-4k-instruct-GGUF,quantized
microsoft/Phi-3-mini-4k-instruct,bartowski/Phi-3-mini-4k-instruct-v0.3-GGUF,quantized
microsoft/Phi-3-mini-4k-instruct,amd/Phi-3-mini-4k-instruct-awq-g128-int4-asym-fp16-onnx-hybrid,quantized
microsoft/Phi-3-mini-4k-instruct,backyardai/Phi-3-mini-4k-instruct-GGUF,quantized
microsoft/Phi-3-mini-4k-instruct,brittlewis12/Phi-3-mini-4k-instruct-GGUF,quantized
beomi/gemma-ko-7b,lemon-mint/gemma-ko-7b-instruct-v0.52,finetuned
beomi/gemma-ko-7b,lemon-mint/gemma-ko-7b-instruct-v0.50,finetuned
nvidia/OpenMath-Nemotron-32B,bartowski/nvidia_OpenMath-Nemotron-32B-GGUF,quantized
nvidia/OpenMath-Nemotron-32B,kalbon/OpenMath-Nemotron-32B_local-FP8-Dynamic,quantized
Vikhrmodels/Vikhr-Nemo-12B-Instruct-R-21-09-24,bartowski/Vikhr-Nemo-12B-Instruct-R-21-09-24-GGUF,quantized
